uni_name,Zip,state,status,url,uni_type,ID
Indraprastha Institute of Information Technology,110020,Delhi,2(f) & 12(B),http://www.iiitd.ac.in,State,483
Institute of Infrastructure Technology Research and Management,380026,Gujarat,2(f),http://iitram.ac.in,State,818
International Institute of Information Technology,493661,Chhattisgarh,2(f),https://www.iiitnr.ac.in,State,929
International Institute of Information Technology (IIIT),751029,Odisha,2(f),https://www.iiit-bh.ac.in,State,864
Islamic University of Sciences & Technology University,192 122,Jammu and Kashmir,2(f) & 12(B),http://www.islamicuniversity.edu.in,State,268
"J. C. Bose University of Science & Technology, YMCA",121006,Haryana,2(f) & 12(B),https://www.jcboseust.ac.in,State,560
Jadavpur University,700032,West Bengal,2(f) & 12(B),https://www.jadavpuruniversity.in,State,269
Jagadguru Ramanandacharya Sanskrit University,302026,Rajasthan,2(f) & 12(B),http://www.jrrsanskrituniversity.ac.in,State,270
Jagadguru Rambhadracharya Divyang State University,210204,Uttar Pradesh,2(f),http://www.jrdu.ac.in,State,469
Jagat Guru Nanak Dev Punjab State Open University,147001,Punjab,2(f),https://psou.ac.in,State,1074
Jai Narain Vyas University,342011,Rajasthan,2(f) & 12(B),http://www.jnvu.co.in,State,271
Jai Prakash University,841302,Bihar,2(f) & 12(B),https://jpv.ac.in,State,272
Jammu University ,180006,Jammu and Kashmir,2(f) & 12(B),http://www.jammuuniversity.ac.in,State,273
Jananayak Chandrashekhar University,277001,Uttar Pradesh,2(f),https://jncu.ac.in,State,908
Jawaharlal Nehru Architecture and Fine Arts University,500028,Telangana,2(f) & 12(B),http://jnafau.ac.in,State,556
Jawaharlal Nehru Krishi Vishwavidyalaya,482004,Madhya Pradesh,2(f) & 12(B),http://www.jnkvv.nic.in,State,274
Jawaharlal Nehru Technological University,,Telangana,2(f) & 12(B),http://www.jntuh.ac.in,State,275
Jawaharlal Nehru Technological University,535003,Andhra Pradesh,2(f),https://jntukucev.ac.in,State,1154
Jawaharlal Nehru Technological University (Anantapur),515002,Andhra Pradesh,2(f) & 12(B),http://www.jntua.ac.in,State,277
Jawaharlal Nehru Technological University (Kainada),533003,Andhra Pradesh,2(f) & 12(B),http://www.jntuk.edu.in,State,276
Jharkhand State Open University,834006,Jharkhand,2(f),https://jharkhanduniversities.nic.in/jsou/home,State,1228
Jiwaji University,,Madhya Pradesh,2(f) & 12(B),http://www.jiwaji.edu,State,278
Junagarh Agricultural University,362 001,Gujarat,2(f),http://www.jau.in,State,739
Kakatiya University,,Telangana,2(f) & 12(B),http://www.kakatiya.ac.in,State,279
Kalahandi University,766001,Odisha,2(f),https://kalahandiuniversity.ac.in,State,1120
Kaloji Narayana Rao University of Health Sciences,506007,Telangana,2(f),https://knruhs.telangana.gov.in,State,937
Kalyani University,,West Bengal,2(f) & 12(B),http://www.klyuniv.ac.in,State,280
Kamdhenu University,382410,Gujarat,2(f),https://www.kamdhenuuni.edu.in,State,927
Kameshwar Singh Darbhanga Sanskrit Vishwavidyalaya,846008,Bihar,2(f) & 12(B),http://www.ksdsu.edu.in,State,281
Kannada University,583276,Karnataka,2(f) & 12(B),http://www.kannadauniversity.org,State,284
Kannur University,670 567,Kerala,2(f) & 12(B),http://www.kannuruiversity.ac.in,State,285
Kanyashree University,,West Bengal,2(f),https://www.kanyashreeuniversity.in,State,1087
Karmaveer Bhaurao Patil University,415001,Maharashtra,2(f),https://www.unikbp.ac.in,State,1247
Karnatak  University,580003,Karnataka,2(f) & 12(B),http://www.kud.ac.in,State,287
Karnataka  State Law University,,Karnataka,2(f) & 12(B),https://kslu.karnataka.gov.in,State,282
Karnataka  State Open University,,Karnataka,2(f) & 12(B),https://ksoumysuru.ac.in,State,283
Karnataka Folklore University,581205,Karnataka,2(f),http://www.janapadauni.in,State,700
Karnataka Samskrit University,580018,Karnataka,2(f) & 12(B),http://www.ksu.ac.in,State,593
"Karnataka State Akkamahadevi Women University (Formerly ""Karnataka State Women's University)",586108,Karnataka,2(f) & 12(B),http://www.kswu.ac.in,State,286
Karnataka State Rural Development and Panchayat Raj University,582101,Karnataka,2(f),https://ksrdpru.ac.in,State,883
"Karnataka Veterinary, Animal & Fisheries Science University ",585226,Karnataka,2(f),https://www.kvafsu.edu.in,State,288
Kashmir University,190006,Jammu and Kashmir,2(f) & 12(B),https://www.uok.edu.in,State,289
Kavayitri Bahinabai Chadhari North Maharashtra University,425001,Maharashtra,2(f) & 12(B),http://www.nmu.ac.in,State,342
Kavi Kulguru Kalidas Sanskrit Vishwavidyalaya,441106,Maharashtra,2(f) & 12(B),"http://www.sanskrituni.digitaluniversity.ac,     www.kksu.org",State,290
Kazi Nazrul University,713 304,West Bengal,2(f) & 12(B),http://www.knu.ac.in,State,726
Keladi Shivappa Nayaka University of Agriculture and Horticultural Sciences,577412,Karnataka,2(f),https://uahs.edu.in/?lang=en,State,1287
Kerala Agricultural Unviersity,680656,Kerala,2(f) & 12(B),http://www.kau.edu,State,292
Kerala University,,Kerala,2(f) & 12(B),http://www.keralauniversity.edu,State,291
Kerala University of Digital Sciences Innovation and Technology,695317,Kerala,2(f),https://duk.ac.in,State,1150
Kerala University of Fisheries & Ocean Studies ,682506,Kerala,2(f) & 12(B),https://www.kufos.ac.in,State,565
Kerala University of Health Sciences,680596,Kerala,2(f),http://www.kuhs.ac.in,State,567
Kerala Veterinary & Animal Sciences University,673576,Kerala,2(f),https://www.kvasu.ac.in,State,566
Khallikote Unitary University,760001,Odisha,2(f),https://kuu.ac.in,State,850
Khangchendzonga State University (Formerly Sikkim State University),737102,Sikkim,2(f),https://www.ksus.ac.in,State,1000
Khwaja Moinuddin Chishti Language University,226013,Uttar Pradesh,2(f) & 12(B),https://kmclu.ac.in,State,573
King Georges Medical University,226003,Uttar Pradesh,2(f) & 12(B),http://www.kgmcindia.edu,State,293
Kodagu University,571232,Karnataka,2(f),https://kuk.karnataka.gov.in/en,State,1232
Kolhan University ,833202,Jharkhand,2(f),https://www.kalhanuniversity.in,State,294
Konkan Krishi Vidyapeeth,415712,Maharashtra,2(f) & 12(B),http://www.dbskkv.org,State,295
Koppal University,583231,Karnataka,2(f),https://universitysolutions.in/kop/index.php,State,1227
Krantiguru Shyamji Krishna Verma Kachchh University,370001,Gujarat,2(f) & 12(B),http://kskvku.digitaluniversity.ac,State,296
Krantisurya Tantya Bhil Vishwavidyalaya,451001,Madhya Pradesh,2(f),http://ktbuniv.ac.in,State,1341
Krishna Kanta Handiqui State Open University,781022,Assam,2(f),http://www.kkhsou.in,State,297
Krishna University ,521001,Andhra Pradesh,2(f),http://www.kru.ac.in,State,298
KSGH Music and Performing Arts University,570004,Karnataka,2(f),http://www.musicuniversity.ac.in,State,609
Kumar Bhaskar Varma Sanskrit & Ancient Studies University,781337,Assam,2(f) & 12(B),http://www.kbvsasun.ac.in,State,697
Kumaun University,263001,Uttarakhand,2(f) & 12(B),http://www.kunainital.ac.in,State,299
Kurukshetra University,136119,Haryana,2(f) & 12(B),http://www.kuk.ac.in,State,300
Kushabhau Thakre Patrakarita Avam Jansanchar Vishwavidyalaya,492013,Chhattisgarh,2(f),http://www.ktujm.ac.in,State,301
Kuvempu University,577451,Karnataka,2(f) & 12(B),http://www.kuvempu.ac.in/eng/index.php,State,302
Lala Lajpat Rai University of Veterinary & Animal Sciences ,125004,Haryana,2(f) & 12(B),https://www.luvas.edu.in,State,559
Lalit Narayan Mithila University,846008,Bihar,2(f) & 12(B),https://lnmu.ac.in,State,303
Laxminarayan Innovation Technological (LIT) University,440033,Maharashtra,2(f),https://litu.edu.in,State,1291
M.B.M. University,342011,Rajasthan,2(f),https://www.mbm.ac.in,State,1239
M.P.Bhoj (open) University,462016,Madhya Pradesh,2(f) & 12(B),http://www.bhojvirtualuniversity.com,State,307
Madan Mohan Malaviya University of Technology,273010,Uttar Pradesh,2(f) & 12(B),http://www.mmmut.ac.in,State,747
Madhabdev University,784164,Assam,2(f),https://madhabdevuniversity.ac.in,State,1031
Madhusudan Law University,750003,Odisha,2(f),https://mlu.ac.in,State,1129
Madhya Pradesh Medical Science University,482003,Madhya Pradesh,2(f),https://mpmsu.edu.in,State,1238
Madras University,,Tamil Nadu,2(f) & 12(B),http://www.unom.ac.in,State,308
Madurai Kamraj University,,Tamil Nadu,2(f) & 12(B),https://mkuniversity.ac.in,State,309
Magadh University,824234,Bihar,2(f) & 12(B),http://www.magadhuniversity.ac.in,State,310
Maharahtra University of Health Sciences,422004,Maharashtra,2(f),http://www.muhsnashik.com,State,312
Maharaja Bir Bikram University,,Tripura,2(f) & 12(B),https://mbbuniversity.ac.in,State,832
Maharaja Chhatrasal Bundelkhand Vishwavidyalaya,471001,Madhya Pradesh,2(f),http://www.mchhatrasaluniversity.com/mch,State,812
Maharaja Ganga Singh University,334004,Rajasthan,2(f),https://mgsubikaner.ac.in,State,569
Maharaja Krishnakumarsinji Bhavnagar University,364 001,Gujarat,2(f),https://www.mkbhavuni.edu.in/mkbhavuniweb/index.php,State,210
Maharaja Ranjit Singh Punjab Technical University,151001,Punjab,2(f) & 12(B),https://mrsptu.ac.in,State,811
Maharaja Sayajirao University of Baroda,390002,Gujarat,2(f) & 12(B),https://www.msubaroda.ac.in,State,313
Maharaja Sriram Chandra Bhanja Deo University(Earlier North Orissa University),757003,Odisha,2(f) & 12(B),http://www.nou.nic.in,State,710
Maharaja Suhel Dev State University ,276001,Uttar Pradesh,2(f),https://msdsu.ac.in,State,1253
Maharaja Surajmal Brij University,321201,Rajasthan,2(f),https://msbrijuniversity.ac.in,State,820
Maharana Partap Horticultural University,132001,Haryana,2(f),https://www.mhu.ac.in,State,940
Maharana Pratap University of Agriculture & Technology,313001,Rajasthan,2(f),http://www.mpuat.ac.in,State,314
Maharani Cluster University,560001,Karnataka,2(f),https://mcu.karnataka.gov.in/english,State,1070
Maharashtra Animal & Fishery Sciences University ,440001,Maharashtra,2(f),http://www.mafsu.in,State,315
"Maharashtra National Law University, Aurangabad",431005,Maharashtra,2(f),https://www.mnlua.ac.in,State,1193
"Maharashtra National Law University, Mumbai",400076,Maharashtra,2(f),https://mnlumumbai.edu.in,State,824
"Maharashtra National Law University, Nagpur",440001,Maharashtra,2(f) & 12(B),https://www.nlunagpur.ac.in,State,885
Maharashtra State Skills University,400001,Maharashtra,2(f),https://mssu.ac.in,State,1184
Maharishi Balmiki Sanskrit University,136027,Haryana,2(f),https://www.mvsu.ac.in,State,1006
Maharshi Dayanand Saraswati University,305001,Rajasthan,2(f) & 12(B),http://mdsuajmer.ac.in,State,316
Maharshi Dayanand University,124001,Haryana,2(f) & 12(B),https://www.mdurohtak.ac.in,State,317
Maharshi Panini Sanskrit Evam Vedic Vishwavidyalaya,456010,Madhya Pradesh,2(f),http://http://mpsvvujjain.org,State,311
Mahatam Gandhi Kashi Vidyapeeth,,Uttar Pradesh,2(f) & 12(B),http://www.mgkvp.ac.in,State,319
Mahatma Gandhi Chitrakoot Gramodaya Vishwavidyalaya,485334,Madhya Pradesh,2(f) & 12(B),https://gramodayachitrakoot.ac.in,State,305
Mahatma Gandhi Udyanikee and Vanikee Vishwavidyalaya,491111,Chhattisgarh,2(f),https://mguvv.ac.in,State,1161
Mahatma Gandhi University,721628,West Bengal,2(f),https://www.mguwb.org.in,State,1276
Mahatma Gandhi University ,508 254,Telangana,2(f) & 12(B),http://www.mguniversity.ac.in,State,320
Mahatma Gandhi Unversity ,,Kerala,2(f) & 12(B),http://www.mgu.ac.in,State,321
Mahatma Jyotiba Phule Rohilkhand University,,Uttar Pradesh,2(f) & 12(B),https://www.mjpru.ac.in,State,306
Mahatma Phule Krishi Vidyapeeth,,Maharashtra,2(f) & 12(B),http://www.mpkv.mah.nic.in,State,322
Majuli University of Culture,787054,Assam,2(f),https://www.muoc.ac.in,State,1071
Makhanlal Chaturvedi National University of Journalism & Communication,462 011,Madhya Pradesh,2(f) & 12(B),http://www.mcu.ac.in,State,323
Mandya University,571401,Karnataka,2(f),https://www.mandyauniversity.ac.in,State,1027
Mangalore University,574199,Karnataka,2(f) & 12(B),http://www.mangaloreuniversity.ac.in,State,324
Manipur Technical University,795004,Manipur,2(f),http://www.mtu.ac.in,State,906
Manipur University of Culture,795001,Manipur,2(f),http://www.muc.ac.in,State,923
Manonmaniam Sundarnar University,,Tamil Nadu,2(f) & 12(B),https://www.msuniv.ac.in,State,325
Marathwada Agricultural University,431402,Maharashtra,2(f) & 12(B),https://www.vnmkv.ac.in,State,326
Maulana Abul Kalam Azad University of Technology,700064,West Bengal,2(f) & 12(B),https://makautwb.ac.in,State,488
Maulana Mazharul Haque Arabic & Persian University,800001,Bihar,2(f),http://mmhapu.bih.nic.in,State,327
Mohanlal Sukhadia University,313 001,Rajasthan,2(f) & 12(B),http://www.mlsu.ac.in,State,328
Mother Teresa Women's University,624101,Tamil Nadu,2(f) & 12(B),https://www.motherteresawomenuniv.ac.in,State,329
Mumbai University,400032,Maharashtra,2(f) & 12(B),http://www.mu.ac.in,State,330
Munger University,811201,Bihar,2(f),https://www.mungeruniversity.ac.in,State,965
Mysore University,570006,Karnataka,2(f) & 12(B),https://www.uni-mysore.ac.in,State,331
Nalanda Open University,800001,Bihar,2(f),"http://www.nalandaopenuniversity.com,  www.nou.ac.in",State,332
Nanaji Deshmukh Pashu Chikitsa Vigyan Vishwavidyalaya,482004,Madhya Pradesh,2(f),http://www.ndvsu.org,State,568
National Academy of Legal Studies & Research University,500101,Telangana,2(f) & 12(B),http://nalsar.ac.in,State,334
National Law Institute University,462044,Madhya Pradesh,2(f) & 12(B),http://www.nliu.ac.in,State,335
National law School of India University,560072,Karnataka,2(f) & 12(B),http://www.nls.ac.in,State,336
National Law University,342304,Rajasthan,2(f) & 12(B),http://www.nlujodhpur.ac.in,State,337
National Law University,753015,Odisha,2(f) & 12(B),http://www.nluo.ac.in,State,496
National Law University,110078,Delhi,2(f) & 12(B),http://nludelhi.ac.in,State,482
National Law University and Judicial Academy,781031,Assam,2(f) & 12(B),http://www.nluassam.ac.in,State,653
National Law University Tripura,799 009,Tripura,2(f),https://www.nlutripura.ac.in,State,1203
National University of Advanced Legal Studies (NUALS),683503,Kerala,2(f) & 12(B),http://www.nuals.ac.in,State,338
National University of Study & Research in Law,834006,Jharkhand,2(f),http://nusrlranchi.com,State,562
Navsari Agriculture University,396450,Gujarat,2(f),https://nau.in,State,840
Netaji Shubhash Open University,700064,West Bengal,2(f) & 12(B),https://www.wbnsou.ac.in,State,339
Netaji Subhas University of Technology,110078,Delhi,2(f) & 12(B),https://www.nsut.ac.in,State,988
Nilamber-Pitamber University,,Jharkhand,2(f),http://www.npu.ac.in,State,340
Nizam's Institute of Medical Sciences,500082,Telangana,2(f),http://www.nims.edu.in,State,756
Nrupathunga University,,Karnataka,2(f),http://www.nrupathungauniversityblr.ac.in/index.php,State,1132
Odia University,752014,Odisha,2(f),https://odiauniversity.ac.in,State,1303
Odisha State Open University,768004,Odisha,2(f),https://www.osou.ac.in,State,920
Odisha University Of Agriculture & Technology,751003,Odisha,2(f) & 12(B),https://ouat.ac.in,State,344
Odisha University of Health Sciences,751009,Odisha,2(f),https://www.ouhs.ac.in,State,1219
Odisha University of Technology and Research,751003,Odisha,2(f),https://www.cet.edu.in,State,1148
Osmania University,500007,Telangana,2(f) & 12(B),https://www.osmania.ac.in,State,345
P. V. Narsimha Rao Telangana Veterinary University,500030,Telangana,2(f),https://www.tsvu.nic.in,State,939
Palamuru University ,,Telangana,2(f),http://www.palamuruuniversity.ac.in,State,346
Pandit Deendayal Upadhyaya Shekhawati University,332 001,Rajasthan,2(f),https://shekhauni.ac.in,State,735
Pandit S N Shukla University,484001,Madhya Pradesh,2(f) & 12(B),https://ptsnsuniversity.ac.in,State,935
Pandit Sundarlal Sharma (Open) University,495009,Chhattisgarh,2(f),http://www.pssou.ac.in,State,350
Panjab University,160014,Chandigarh,2(f) & 12(B),http://www.puchd.ac.in,State,481
Patliputra University,800020,Bihar,2(f),http://www.ppup.ac.in,State,971
Patna University,800005,Bihar,2(f) & 12(B),http://www.patnauniversity.ac.in,State,495
Periyar University,636011,Tamil Nadu,2(f) & 12(B),http://periyaruniversity.ac.in,State,347
Potti Sreeramulu Telugu University,,Telangana,2(f) & 12(B),http://teluguuniversity.ac.in,State,348
Presidency University,700073,West Bengal,2(f) & 12(B),http://www.presiuniv.ac.in,State,574
Prof. Rajendra Singh (Rajju Bhaiya) University (Formerly Allahabad State University),211009,Uttar Pradesh,2(f),https://prsuniv.ac.in,State,859
Professor Jayashankar Telangana State Agricultural University,500030,Telangana,2(f) & 12(B),http://www.pjtsau.edu.in,State,775
Pt. Bhagwat Dayal Sharma University of Health Sciences,,Haryana,2(f) & 12(B),https://'http://www.uhsr.ac.in,State,349
Pt. Ravishankar Shukla University,492010,Chhattisgarh,2(f) & 12(B),http://www.prsu.ac.in,State,351
Puducherry Technological University,605014,Puducherry,2(f),https://www.ptuniv.edu.in,State,1165
Punjab Agriculture University,141004,Punjab,2(f) & 12(B),https://www.pau.edu,State,353
Punjabi University,147002,Punjab,2(f) & 12(B),http://www.punjabiuniversity.ac.in,State,355
Punyashlok Ahilyadevi Holkar Solapur University,413255,Maharashtra,2(f) & 12(B),http://su.digitaluniversity.ac,State,386
Purnea University,854301,Bihar,2(f),https://www.purneauniversity.ac.in,State,966
Rabindra Bharati University,700050,West Bengal,2(f) & 12(B),http://www.rbu.ac.in,State,356
Rabindranath Tagore University,782435,Assam,2(f),https://www.rtuassam.ac.in,State,1022
Raiganj University,733134,West Bengal,2(f) & 12(B),http://raiganjuniversity.ac.in,State,895
Raj Rishi Bhartrihari Matsya University,301001,Rajasthan,2(f),https://www.rrbmuniv.ac.in,State,795
Raja Mahendra Pratap Singh State University,202140,Uttar Pradesh,2(f),https://rmpssu.ac.in,State,1240
Raja Mansingh Tomar Music & Arts University,474 009,Madhya Pradesh,2(f),http://rmtmusicandartsuniversity.com,State,679
"Raja Shankar Shah University, Chhindwara",480001,Madhya Pradesh,2(f),http://cuc.ac.in,State,1046
Rajasthan Technical University,,Rajasthan,2(f),http://www.rtu.ac.in,State,359
Rajasthan University,302004,Rajasthan,2(f) & 12(B),http://www.uniraj.ernet.in,State,360
Rajasthan University of Health Sciences,302033,Rajasthan,2(f) & 12(B),http://www.ruhsraj.org,State,361
Rajasthan University of Veterinary & Animal Sciences,334001,Rajasthan,2(f) & 12(B),https://rajuvas.org,State,681
Rajendra University,767002,Odisha,2(f),https://rajendrauniversity.ac.in,State,1115
Rajiv Gandhi Prodoyogiki Vishwavidyalaya,462036,Madhya Pradesh,2(f) & 12(B),http://www.rgtu.ac.in,State,363
Rajiv Gandhi University of Health Science,,Karnataka,2(f),http://www.rguhs.ac.in,State,364
Rajiv Gandhi University of Knowledge Technologies,522501,Andhra Pradesh,2(f),https://www.rgukt.in,State,1035
Rajiv Gandhi University of Knowledge Technology,504107,Telangana,2(f) & 12(B),http://www.rgukt.in,State,592
Rama Devi Women's University,751022,Odisha,2(f) & 12(B),https://rdwu.ac.in,State,857
Ranchi University,,Jharkhand,2(f) & 12(B),http://www.ranchiuniversity.ac.in,State,365
Rani Awantibai Lodhi Vishwavidyalaya,470002,Madhya Pradesh,2(f),https://ralvv.mponline.gov.in,State,1338
Rani Channamma University,591156,Karnataka,2(f) & 12(B),https://www.rcub.ac.in,State,563
Rani Durgavati Vishwavidyalaya,,Madhya Pradesh,2(f) & 12(B),http://www.rdunijbpin.org,State,366
Rani Rashmoni Green University(formerly West Bengal Green University.),712409,West Bengal,2(f),http://rrgu.org,State,1083
Rashtrasant Tukadoji Maharaj Nagpur University,440001,Maharashtra,2(f) & 12(B),https://nagpuruniversity.ac.in,State,404
Ravenshaw University,753003,Odisha,2(f) & 12(B),https://ravenshawuniversity.ac.in,State,367
Rayalaseema University,518002,Andhra Pradesh,2(f) & 12(B),https://www.rayalaseemauniversity.ac.in,State,368
Sambalpur University,768019,Odisha,2(f) & 12(B),https://www.suniv.ac.in,State,369
Sampurnanand Sanskrit Vishwavidyalaya,,Uttar Pradesh,2(f) & 12(B),https://www.ssvv.ac.in,State,370
Sanchi University of Buddhist-Indic Studies,462003,Madhya Pradesh,2(f) & 12(B),http://www.sanchiuniv.edu.in,State,806
Sant Gadge Baba Amravati University,,Maharashtra,2(f) & 12(B),http://www.sgbau.ac.in,State,371
Sant Gahira Guru Vishwavidyalaya (formerly Sarguja University),497001,Chhattisgarh,2(f),https://www.sggcg.in,State,374
Sardar Beant Singh State University,143521,Punjab,2(f),http://www.sbssugsp.ac.in,State,1180
Sardar Krushinagar Dantiwada Agricultural University,385506,Gujarat,2(f),http://www.sdau.edu.in,State,947
Sardar Patel University,388120,Gujarat,2(f) & 12(B),http://www.spuvvn.edu,State,372
"Sardar Patel University of Police, Security & Criminal Justice",342304,Rajasthan,2(f),http://www.policeuniversity.ac.in,State,694
Sardar Vallabh Bhai Patel University of Agriculture & Technology,,Uttar Pradesh,2(f),http://www.svbpmeerut.ac.in,State,373
Satavahana University,505002,Telangana,2(f),http://www.satavahana.ac.in,State,375
Saurashtra University,360 005,Gujarat,2(f) & 12(B),http://www.saurashtrauniversity.edu,State,376
